"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL567597";"ARTEMISININ";"4.0";"282.34";"0";"2.39";"ARTEMISININ";"C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";"";"";""
"CHEMBL303674";"";"None";"391.49";"0";"4.10";"12";"CC(C)(O)c1cc(-c2ccc(F)cc2)c(-c2ccc(S(N)(=O)=O)cc2)s1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"14.80";"0.30";"1.70";"7.21";"0";"CHEMBL875404";"Inhibitory activity against human COX-2 expressed in baculovirus infected Sf9 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128822";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"CHEMBL3308860";"";"";""
"CHEMBL42549";"";"None";"411.36";"0";"3.87";"33";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc([N+](=O)[O-])c2)cc1";"IC50";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"15.16";"0.30";"2.37";"6.56";"0";"CHEMBL762906";"Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL1076568";"";"None";"465.36";"0";"4.07";"39";"O=C(CNS(=O)(=O)c1ccccc1CO)Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1100221";"Inhibition of human COX2 in IL1-beta treated human FF cells assessed as blockade of SnCl2-mediated PGH2 to PGF2alpha conversion after 50 mins by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FF";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL4290080";"";"None";"371.53";"None";"None";"4o";"C[Si](C)(C)c1c(-c2ccccc2)noc1-c1ccc(S(C)(=O)=O)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4263336";"Inhibition of recombinant human COX-2 assessed as reduction of prostaglandin-G2 to prostaglandin-H2 by measuring oxidation of 10-acetyl-3,7-dihydroxyphenoxazine to resorufin after 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261574";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";""
"CHEMBL4289235";"";"None";"371.53";"None";"None";"3o";"C[Si](C)(C)c1onc(-c2ccccc2)c1-c1ccc(S(C)(=O)=O)cc1";"IC50";"'='";"4170.0";"nM";"5.38";"";"";"UO_0000065";"14.48";"None";"None";"None";"0";"CHEMBL4263336";"Inhibition of recombinant human COX-2 assessed as reduction of prostaglandin-G2 to prostaglandin-H2 by measuring oxidation of 10-acetyl-3,7-dihydroxyphenoxazine to resorufin after 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261574";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";""
"CHEMBL865";"VALDECOXIB";"4.0";"314.37";"0";"2.96";"Valdecoxib";"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1";"Ratio IC50";"'='";"10.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4263340";"Ratio of IC50 for recombinant human COX-2 by resorufin-based fluorescence assay to IC50 for recombinant human COX-2 by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261574";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";""
"CHEMBL504732";"MOLLAMIDE C";"None";"618.80";"1";"2.08";"2";"C=CC(C)(C)OC[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@H](C)CC)NC(=O)c2csc(n2)[C@H](CC(C)C)NC1=O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL952453";"Inhibition of COX2 in cell based assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157508";"1";"Scientific Literature";"J Nat Prod";"2008";"None";"";"";""
"CHEMBL366102";"";"None";"368.39";"0";"2.85";"18";"NS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL833052";"Inhibition of human cyclooxygenase-2 expressed in COS cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138006";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL4648760";"";"None";"406.28";"1";"5.41";"4b";"CC(=O)Nc1ccc(-n2c(-c3ccc(Br)cc3)nc3ccccc32)cc1";"Inhibition";"'='";"28.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4629020";"Inhibition of human recombinant COX-2 at 100 uM using arachidonic acid as substrate preincubated for 15 mins followed by substrate addition and measured after 5 mins by ADPH-based fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627345";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";""
"CHEMBL4634648";"";"None";"384.44";"0";"4.61";"4h";"CC(=O)Nc1ccc(-c2nc3ccccc3n2-c2ccc(NC(C)=O)cc2)cc1";"Inhibition";"'='";"27.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4629020";"Inhibition of human recombinant COX-2 at 100 uM using arachidonic acid as substrate preincubated for 15 mins followed by substrate addition and measured after 5 mins by ADPH-based fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627345";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";""
"CHEMBL1775104";"";"None";"362.27";"0";"4.72";"5r";"Brc1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1777070";"Inhibition of purified COX2 assessed as formation of oxidized TMPD during reduction og PGG2 to PGH2 preincubated for 15 mins by chromogenic assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772961";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
"CHEMBL23175";"";"None";"364.82";"0";"4.16";"10";"CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(F)c3)C(=O)CC2)cc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"21.45";"0.45";"3.66";"15.28";"0";"CHEMBL658503";"In vitro potency against human Prostaglandin G/H synthase 2 in transfected CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132626";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";"";"";""
"CHEMBL302980";"";"None";"414.48";"0";"2.91";"21n";"COc1ccc(-n2nc(C(=O)CCCO)cc2-c2ccc(S(C)(=O)=O)cc2)cc1";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL763205";"Evaluation for percent inhibition of prostaglandin G/H synthase 2 in human whole blood (HWB) at a concentration of 1 um";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149153";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";""
"CHEMBL47294";"";"None";"403.42";"0";"3.71";"13";"C[C@H](Oc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1)C(C)(C)O";"IC50";"'='";"460.0";"nM";"6.34";"";"";"UO_0000065";"15.71";"0.32";"2.63";"8.29";"0";"CHEMBL763092";"Inhibition of Prostaglandin G/H synthase 2 in human whole blood (HWB) assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL518507";"";"None";"410.50";"0";"3.90";"6";"O=C(O)CSc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1";"Activity";"'='";"91.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1177196";"Inhibition of human recombinant COX2 assessed as residual activity at 10 uM after 5 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177708";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL538919";"CAULOSIDE D";"None";"1075.25";"None";"None";"11";"C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1177375";"Inhibition of COX2 by microplate reader";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177732";"1";"Scientific Literature";"J Nat Prod";"2010";"None";"";"";""
"CHEMBL540943";"KIZUTA CIRENSENOSIDE O SAPONIN K3";"None";"943.13";"3";"0.14";"9";"C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1177375";"Inhibition of COX2 by microplate reader";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177732";"1";"Scientific Literature";"J Nat Prod";"2010";"None";"";"";""
"CHEMBL525021";"";"None";"375.49";"1";"5.52";"T-6";"Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)[nH]c3ccccc23)cc1C";"IC50";"'='";"0.17";"nM";"9.77";"";"";"UO_0000065";"26.02";"0.49";"4.25";"19.57";"0";"CHEMBL997791";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156674";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL500674";"";"None";"417.32";"1";"5.46";"TR-10";"NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"0.54";"nM";"9.27";"";"";"UO_0000065";"22.21";"0.47";"3.81";"12.20";"0";"CHEMBL997791";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156674";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL499347";"";"None";"366.42";"0";"4.29";"TR-3";"NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1";"IC50";"'='";"5.15";"nM";"8.29";"";"";"UO_0000065";"22.62";"0.44";"4.00";"10.91";"0";"CHEMBL997791";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156674";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL525247";"";"None";"362.45";"0";"4.46";"TR-20";"Cc1ccc2[nH]c(-c3ccc(S(N)(=O)=O)cc3)c(-c3ccccc3)c2c1";"IC50";"'='";"0.02";"nM";"10.70";"";"";"UO_0000065";"29.52";"0.56";"6.24";"14.09";"0";"CHEMBL997791";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156674";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL1775104";"";"None";"362.27";"0";"4.72";"5r";"Brc1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"14.61";"0.33";"0.57";"24.39";"0";"CHEMBL1777072";"Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772961";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
