strategy,S,N,jobs,est_wall_s,speedup_vs_45,r5_lit,r5_tie,r10_lit,r10_tie,named_docked,named_rank,v7_r5_lit,surrRF_r5_lit
stratified_v7_score,20,38,152,4806.8,1.48,5,5,10,10,True,1,5,5
stratified_v7_score,20,39,156,4913.3,1.45,5,5,10,10,True,1,5,5
stratified_v7_score,20,40,160,4965.5,1.44,5,5,10,10,True,1,5,5
stratified_v7_score,20,41,164,5003.8,1.43,5,5,10,10,True,1,5,5
random_seed0,5,5,20,931.6,7.66,1,4,3,6,False,,1,0
random_seed0,5,6,24,1087.9,6.56,1,4,3,6,False,,1,1
random_seed0,5,7,28,1218.1,5.86,1,4,3,6,False,,1,1
random_seed0,5,8,32,1332.3,5.35,1,4,3,6,False,,1,1
random_seed0,5,9,36,1613.1,4.42,1,4,4,9,False,,1,1
random_seed0,5,10,40,1765.3,4.04,1,4,4,9,False,,2,1
random_seed0,5,11,44,1847.6,3.86,2,4,5,9,False,,2,1
random_seed0,5,12,48,1971.9,3.62,2,4,5,9,False,,2,2
random_seed0,5,13,52,2124.2,3.36,2,4,5,9,False,,2,3
random_seed0,5,14,56,2280.6,3.13,2,4,5,9,False,,3,3
random_seed0,5,15,60,2336.8,3.05,2,4,5,9,False,,3,3
random_seed0,5,16,64,2455.2,2.91,2,4,5,9,False,,3,3
random_seed0,5,17,68,2609.5,2.73,3,5,6,10,True,1,3,3
random_seed0,5,18,72,2691.7,2.65,3,5,6,10,True,1,3,4
random_seed0,5,19,76,2842.1,2.51,3,5,6,10,True,1,3,4
random_seed0,5,20,80,2920.4,2.44,3,5,6,10,True,1,3,4
random_seed0,5,21,84,3004.5,2.37,3,5,6,10,True,1,3,5
random_seed0,5,22,88,3130.7,2.28,3,5,6,10,True,1,3,5
random_seed0,5,23,92,3439.6,2.07,3,5,6,10,True,1,3,5
random_seed0,5,24,96,3527.8,2.02,4,5,7,10,True,1,3,5
random_seed0,5,25,100,3696.2,1.93,5,5,8,10,True,1,3,5
random_seed0,5,26,104,3896.5,1.83,5,5,9,10,True,1,3,5
random_seed0,5,27,108,3974.7,1.79,5,5,9,10,True,1,3,5
random_seed0,5,28,112,4039.0,1.77,5,5,9,10,True,1,3,5
random_seed0,5,29,116,4147.2,1.72,5,5,10,10,True,1,3,5
random_seed0,5,30,120,4251.6,1.68,5,5,10,10,True,1,4,5
random_seed0,5,31,124,4387.8,1.63,5,5,10,10,True,1,4,5
random_seed0,5,32,128,4439.9,1.61,5,5,10,10,True,1,5,5
random_seed0,5,33,132,4480.2,1.59,5,5,10,10,True,1,5,5
random_seed0,5,34,136,4534.2,1.57,5,5,10,10,True,1,5,5
random_seed0,5,35,140,4620.3,1.54,5,5,10,10,True,1,5,5
random_seed0,5,36,144,4742.7,1.5,5,5,10,10,True,1,5,5
random_seed0,5,37,148,4794.9,1.49,5,5,10,10,True,1,5,5
random_seed0,5,38,152,4834.9,1.48,5,5,10,10,True,1,5,5
random_seed0,5,39,156,4941.5,1.44,5,5,10,10,True,1,5,5
random_seed0,5,40,160,4979.7,1.43,5,5,10,10,True,1,5,5
random_seed0,5,41,164,5003.8,1.43,5,5,10,10,True,1,5,5
random_seed0,8,8,32,1104.5,6.46,1,2,2,5,False,,1,1
random_seed0,8,9,36,1144.8,6.23,1,2,2,5,False,,1,1
random_seed0,8,10,40,1301.1,5.48,1,2,2,5,False,,2,1
random_seed0,8,11,44,1453.4,4.91,1,2,2,5,False,,2,1
random_seed0,8,12,48,1583.6,4.51,1,2,2,6,False,,2,2
random_seed0,8,13,52,1671.9,4.27,2,4,3,9,False,,2,3
random_seed0,8,14,56,1754.1,4.07,2,4,3,9,False,,3,3
random_seed0,8,15,60,1836.4,3.88,3,4,4,9,False,,3,3
random_seed0,8,16,64,2281.6,3.13,3,4,5,9,False,,3,3
random_seed0,8,17,68,2437.8,2.93,3,4,5,9,False,,3,3
random_seed0,8,18,72,2590.2,2.75,3,4,5,9,False,,3,4
random_seed0,8,19,76,2700.4,2.64,3,4,6,9,False,,3,4
random_seed0,8,20,80,2814.7,2.53,3,4,6,9,False,,3,4
random_seed0,8,21,84,2940.9,2.43,3,4,6,9,False,,3,5
random_seed0,8,22,88,2997.2,2.38,3,4,6,9,False,,3,5
random_seed0,8,23,92,3105.4,2.3,3,4,7,9,False,,3,5
random_seed0,8,24,96,3305.7,2.16,3,4,8,9,False,,3,5
random_seed0,8,25,100,3372.0,2.12,3,4,8,9,False,,3,5
random_seed0,8,26,104,3456.1,2.06,3,4,8,9,False,,3,5
random_seed0,8,27,108,3764.9,1.89,3,4,8,9,False,,3,5
random_seed0,8,28,112,3843.2,1.86,3,4,8,9,False,,3,5
random_seed0,8,29,116,3999.5,1.78,3,4,8,9,False,,3,5
random_seed0,8,30,120,4153.9,1.72,4,5,9,10,True,1,4,5
random_seed0,8,31,124,4307.4,1.66,5,5,10,10,True,1,4,5
random_seed0,8,32,128,4411.8,1.62,5,5,10,10,True,1,5,5
random_seed0,8,33,132,4463.9,1.6,5,5,10,10,True,1,5,5
random_seed0,8,34,136,4528.1,1.58,5,5,10,10,True,1,5,5
random_seed0,8,35,140,4606.3,1.55,5,5,10,10,True,1,5,5
random_seed0,8,36,144,4660.4,1.53,5,5,10,10,True,1,5,5
random_seed0,8,37,148,4767.0,1.5,5,5,10,10,True,1,5,5
random_seed0,8,38,152,4791.0,1.49,5,5,10,10,True,1,5,5
random_seed0,8,39,156,4913.3,1.45,5,5,10,10,True,1,5,5
random_seed0,8,40,160,4951.6,1.44,5,5,10,10,True,1,5,5
random_seed0,8,41,164,5003.8,1.43,5,5,10,10,True,1,5,5
random_seed0,10,10,40,1210.9,5.89,1,2,2,6,False,,2,1
random_seed0,10,11,44,1321.1,5.4,1,2,3,6,False,,2,1
random_seed0,10,12,48,1439.5,4.96,1,2,3,6,False,,2,2
random_seed0,10,13,52,1569.7,4.54,1,2,3,6,False,,2,3
random_seed0,10,14,56,1721.9,4.14,1,2,3,6,False,,3,3
random_seed0,10,15,60,1830.1,3.9,1,2,4,6,False,,3,3
random_seed0,10,16,64,1918.4,3.72,2,4,5,9,False,,3,3
random_seed0,10,17,68,2000.7,3.57,3,4,6,9,False,,3,3
random_seed0,10,18,72,2041.0,3.5,3,4,6,9,False,,3,4
random_seed0,10,19,76,2167.3,3.29,3,4,6,9,False,,3,4
random_seed0,10,20,80,2319.6,3.08,3,4,6,9,False,,3,4
random_seed0,10,21,84,2443.9,2.92,3,4,6,9,False,,3,5
random_seed0,10,22,88,2597.4,2.75,4,4,7,9,False,,3,5
random_seed0,10,23,92,2653.7,2.69,4,4,7,9,False,,3,5
random_seed0,10,24,96,3098.9,2.3,4,4,8,9,False,,3,5
random_seed0,10,25,100,3165.1,2.25,4,4,8,9,False,,3,5
random_seed0,10,26,104,3315.6,2.15,4,4,8,9,False,,3,5
random_seed0,10,27,108,3393.8,2.1,4,4,8,9,False,,3,5
random_seed0,10,28,112,3548.1,2.01,5,5,9,10,True,1,3,5
random_seed0,10,29,116,3857.0,1.85,5,5,9,10,True,1,3,5
random_seed0,10,30,120,4013.2,1.78,5,5,9,10,True,1,4,5
random_seed0,10,31,124,4169.6,1.71,5,5,9,10,True,1,4,5
random_seed0,10,32,128,4221.6,1.69,5,5,9,10,True,1,5,5
random_seed0,10,33,132,4326.0,1.65,5,5,9,10,True,1,5,5
random_seed0,10,34,136,4432.6,1.61,5,5,9,10,True,1,5,5
random_seed0,10,35,140,4632.9,1.54,5,5,10,10,True,1,5,5
random_seed0,10,36,144,4755.2,1.5,5,5,10,10,True,1,5,5
random_seed0,10,37,148,4807.4,1.48,5,5,10,10,True,1,5,5
random_seed0,10,38,152,4847.5,1.47,5,5,10,10,True,1,5,5
random_seed0,10,39,156,4925.7,1.45,5,5,10,10,True,1,5,5
random_seed0,10,40,160,4979.7,1.43,5,5,10,10,True,1,5,5
random_seed0,10,41,164,5003.8,1.43,5,5,10,10,True,1,5,5
random_seed0,13,13,52,1981.1,3.6,2,4,6,9,False,,2,3
random_seed0,13,14,56,2137.5,3.34,2,4,6,9,False,,3,3
random_seed0,13,15,60,2267.7,3.15,2,4,6,9,False,,3,3
random_seed0,13,16,64,2323.9,3.07,2,4,6,9,False,,3,3
random_seed0,13,17,68,2476.3,2.88,2,4,6,9,False,,3,3
random_seed0,13,18,72,2626.7,2.72,2,4,6,9,False,,3,4
random_seed0,13,19,76,2752.9,2.59,2,4,6,9,False,,3,4
random_seed0,13,20,80,2835.3,2.52,3,4,7,9,False,,3,4
random_seed0,13,21,84,3144.1,2.27,3,4,7,9,False,,3,5
random_seed0,13,22,88,3252.3,2.19,3,4,8,9,False,,3,5
random_seed0,13,23,92,3376.6,2.11,3,4,8,9,False,,3,5
random_seed0,13,24,96,3530.1,2.02,4,4,9,9,False,,3,5
random_seed0,13,25,100,3648.5,1.96,4,4,9,9,False,,3,5
random_seed0,13,26,104,3732.6,1.91,4,4,9,9,False,,3,5
random_seed0,13,27,108,3846.8,1.85,4,4,9,9,False,,3,5
random_seed0,13,28,112,4003.2,1.78,4,4,9,9,False,,3,5
random_seed0,13,29,116,4067.4,1.75,4,4,9,9,False,,3,5
random_seed0,13,30,120,4145.6,1.72,4,4,9,9,False,,4,5
random_seed0,13,31,124,4227.8,1.69,4,4,9,9,False,,4,5
random_seed0,13,32,128,4382.2,1.63,5,5,10,10,True,1,5,5
random_seed0,13,33,132,4448.4,1.6,5,5,10,10,True,1,5,5
random_seed0,13,34,136,4534.6,1.57,5,5,10,10,True,1,5,5
random_seed0,13,35,140,4670.8,1.53,5,5,10,10,True,1,5,5
random_seed0,13,36,144,4793.1,1.49,5,5,10,10,True,1,5,5
random_seed0,13,37,148,4833.4,1.48,5,5,10,10,True,1,5,5
random_seed0,13,38,152,4887.5,1.46,5,5,10,10,True,1,5,5
random_seed0,13,39,156,4927.5,1.45,5,5,10,10,True,1,5,5
random_seed0,13,40,160,4979.7,1.43,5,5,10,10,True,1,5,5
random_seed0,13,41,164,5003.8,1.43,5,5,10,10,True,1,5,5
random_seed0,16,16,64,1882.6,3.79,2,4,4,9,False,,3,3
random_seed0,16,17,68,1970.8,3.62,3,4,5,9,False,,3,3
random_seed0,16,18,72,2127.2,3.35,3,4,5,9,False,,3,4
random_seed0,16,19,76,2279.4,3.13,3,4,5,9,False,,3,4
random_seed0,16,20,80,2409.6,2.96,3,4,5,9,False,,3,4
random_seed0,16,21,84,2854.8,2.5,3,4,6,9,False,,3,5
random_seed0,16,22,88,2965.1,2.41,3,4,7,9,False,,3,5
random_seed0,16,23,92,3117.4,2.29,3,4,7,9,False,,3,5
random_seed0,16,24,96,3199.6,2.23,3,4,7,9,False,,3,5
random_seed0,16,25,100,3265.9,2.18,3,4,7,9,False,,3,5
random_seed0,16,26,104,3344.2,2.13,3,4,7,9,False,,3,5
random_seed0,16,27,108,3400.4,2.1,3,4,7,9,False,,3,5
random_seed0,16,28,112,3554.0,2.01,4,4,8,9,False,,3,5
random_seed0,16,29,116,3690.2,1.93,4,4,8,9,False,,3,5
random_seed0,16,30,120,3844.6,1.86,5,5,9,10,True,1,4,5
random_seed0,16,31,124,4153.4,1.72,5,5,9,10,True,1,4,5
random_seed0,16,32,128,4353.7,1.64,5,5,10,10,True,1,5,5
random_seed0,16,33,132,4431.9,1.61,5,5,10,10,True,1,5,5
random_seed0,16,34,136,4582.3,1.56,5,5,10,10,True,1,5,5
random_seed0,16,35,140,4634.4,1.54,5,5,10,10,True,1,5,5
random_seed0,16,36,144,4674.7,1.53,5,5,10,10,True,1,5,5
random_seed0,16,37,148,4779.0,1.49,5,5,10,10,True,1,5,5
random_seed0,16,38,152,4885.6,1.46,5,5,10,10,True,1,5,5
random_seed0,16,39,156,4939.7,1.44,5,5,10,10,True,1,5,5
random_seed0,16,40,160,4963.7,1.44,5,5,10,10,True,1,5,5
random_seed0,16,41,164,5003.8,1.43,5,5,10,10,True,1,5,5
random_seed0,20,20,80,2096.3,3.4,3,4,6,9,False,,3,4
random_seed0,20,21,84,2226.5,3.2,3,4,6,9,False,,3,5
random_seed0,20,22,88,2671.7,2.67,3,4,7,9,False,,3,5
random_seed0,20,23,92,2755.8,2.59,3,4,7,9,False,,3,5
random_seed0,20,24,96,2912.1,2.45,3,4,7,9,False,,3,5
random_seed0,20,25,100,2994.5,2.38,4,4,8,9,False,,3,5
random_seed0,20,26,104,3112.8,2.29,4,4,8,9,False,,3,5
random_seed0,20,27,108,3263.2,2.19,4,4,8,9,False,,3,5
random_seed0,20,28,112,3341.4,2.14,4,4,8,9,False,,3,5
random_seed0,20,29,116,3541.7,2.01,4,4,9,9,False,,3,5
random_seed0,20,30,120,3696.0,1.93,5,5,10,10,True,1,4,5
random_seed0,20,31,124,3848.4,1.85,5,5,10,10,True,1,4,5
random_seed0,20,32,128,4004.7,1.78,5,5,10,10,True,1,5,5
random_seed0,20,33,132,4140.9,1.72,5,5,10,10,True,1,5,5
random_seed0,20,34,136,4449.8,1.6,5,5,10,10,True,1,5,5
random_seed0,20,35,140,4506.0,1.58,5,5,10,10,True,1,5,5
random_seed0,20,36,144,4570.3,1.56,5,5,10,10,True,1,5,5
random_seed0,20,37,148,4636.6,1.54,5,5,10,10,True,1,5,5
random_seed0,20,38,152,4722.7,1.51,5,5,10,10,True,1,5,5
random_seed0,20,39,156,4845.0,1.47,5,5,10,10,True,1,5,5
random_seed0,20,40,160,4951.6,1.44,5,5,10,10,True,1,5,5
random_seed0,20,41,164,5003.8,1.43,5,5,10,10,True,1,5,5
